year,region,city,business_activity,business_examples,smes_count,avg_capital,avg_rent_monthly_est,rent_source,operating_costs_monthly,competition_level,required_permits
2024,منطقة المدينة المنورة,بدر,تجميع المياه ومعالجتها وتوصيلها,محطة تنقية مياه | تعبئة مياه شرب | توزيع مياه للمباني,6,71500,28000,simulated,79168,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,تشييد المباني,مقاول بناء فلل | شركة بناء عمائر سكنية | تنفيذ مباني تجارية,255,52000,31400,simulated,4242312,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صنع الاثاث,مصنع كنب | ورشة أثاث مكتبي | تفصيل غرف نوم,5,46500,27800,simulated,503008,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صنع منتجات المطاط واللدائن,مصنع عبوات بلاستيكية | تصنيع مواسير PVC | منتجات مطاطية,4,45000,27500,simulated,676222,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صنع منتجات المعادن اللافلزية الاخرى,مصنع بلاط | مصنع طوب | مصنع زجاج,9,42500,28700,simulated,1625594,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صنع منتجات المعادن المشكلة ( باستثناء الالات والمعدات ),مصنع أبواب حديد | ورشة تشكيل خزانات معدنية | تصنيع رفوف معدنية,41,43000,30100,simulated,1163250,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الاثاث ، صُنع اصناف من القش ومواد الضفر,ورشة تصنيع أبواب خشبية | تصنيع صناديق خشب | منتجات ديكور خشبية,9,43500,28700,simulated,206696,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صُنع الملبوسات,مشغل خياطة | مصنع عباءات | مصنع زي موحد,64,51500,30400,simulated,371129,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صُنع المنتجات الغذائية,مصنع حلويات | مصنع معجنات | مصنع تعبئة التمور,17,50500,29600,simulated,1456040,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صُنع المنسوجات,مصنع أقمشة | إنتاج مفروشات | تصنيع ستائر,7,40000,28200,simulated,248035,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صُنع المواد الكيميائية والمنتجات الكيميائية,مصنع منظفات | إنتاج دهانات | مصنع مواد تنظيف صناعية,2,37500,26100,simulated,3514529,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة المدينة المنورة,بدر,صُنع الورق ومنتجات الورق,مصنع مناديل ورقية | إنتاج كراتين | تصنيع أكياس ورقية,3,40000,26700,simulated,209981,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,اصلاح وتركيب الالات والمعدات,صيانة مولدات كهربائية | تركيب معدات مصانع | إصلاح مضخات ومعدات تشغيل,3,68000,42000,simulated,432430,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,الانشطة الايجارية,تأجير سيارات | تأجير معدات بناء | تأجير أثاث للمناسبات,3,68000,42000,simulated,231761,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,الانشطة العقارية,مكتب عقار | إدارة أملاك | تسويق وتأجير عقارات,3,107000,42000,simulated,485648,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,التخزين وانشطة الدعم للنقل,مستودعات تخزين | خدمات تخليص شحنات | مركز لوجستي,4,125000,44800,simulated,756660,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة نجران,بدر الجنوب,الطباعة واستنساخ وسائط الاعلام المسجّلة,مطبعة تجارية | طباعة بروشورات | طباعة ملصقات وستيكرات,1,63500,39200,simulated,322389,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة نجران,بدر الجنوب,النقل البري و النقل عبر الانابيب,شركة نقل بضائع | نقل مياه بالصهاريج | خدمة شحن بري,3,113500,42000,simulated,601840,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة نجران,بدر الجنوب,انشطة التشييد المتخصصة,أعمال اللياسة والدهان | تركيب الجبس والأسقف | أعمال العزل المائي والحراري,9,138000,45700,simulated,3392747,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,انشطة خدمات الاطعمة والمشروبات,مطعم وجبات سريعة | كوفي شوب | محل عصائر,4,74000,44800,simulated,2815226,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة نجران,بدر الجنوب,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,محل ملابس | سوبرماركت | محل عطور,10,84500,53600,simulated,10966904,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,مستودع مواد غذائية بالجملة | تاجر جملة للمنظفات | جملة الأدوات المكتبية,1,76000,39200,simulated,9824490,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,تجارة الجملة والتجزئة ، واصلاح المركبات ذات المحركات والدراجات النارية,معرض سيارات مع صيانة | محل بيع قطع غيار وصيانة | ورشة بيع وإصلاح دراجات نارية,3,74000,48600,simulated,6513887,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,تشييد المباني,مقاول بناء فلل | شركة بناء عمائر سكنية | تنفيذ مباني تجارية,20,83000,46800,simulated,4242312,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,صناعة الالات والمعدات غير المصنفة في موضع اخر,تصنيع معدات تعبئة | إنتاج معدات ورش | تصنيع معدات خفيفة,3,83500,42000,simulated,303006,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,بدر الجنوب,صنع الحواسيب والمنتجات الالكترونية والبصرية,تجميع حواسيب | تصنيع شاشات إلكترونية | إنتاج أجهزة استشعار,3,74500,42000,simulated,34707,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,ابحاث الاعلان والسوق,شركة أبحاث سوق | قياس رضا العملاء | دراسات سلوك المستهلك,447,202000,20764,actual,291058,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,اصلاح اجهزة الحاسوب والسلع الشخصية والمنزلية,صيانة لابتوبات | تصليح جوالات | إصلاح أجهزة منزلية,1298,239500,44320,actual,221473,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,اصلاح وتركيب الالات والمعدات,صيانة مولدات كهربائية | تركيب معدات مصانع | إصلاح مضخات ومعدات تشغيل,629,206500,44320,actual,432430,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الاتصالات,مزود خدمة اتصالات | مركز اتصالات وتقنية | خدمات شبكات اتصال,107,234000,44320,actual,132580,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الادارة العامة والدفاع ؛ والضمان الاجتماعي الالزامي,خدمات حكومية تشغيلية | مراكز خدمة عامة | خدمات إدارية عامة,42,194000,44320,actual,233087,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الاقامة,فندق صغير | شقق مفروشة | نزل سياحي,289,225000,44320,actual,1274700,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة القصيم,بريدة,الانشطة الابداعية والفنون وانشطة الترفيه,استوديو تصميم فني | مركز رسم وفنون | تنظيم عروض ترفيهية,1,165000,44320,actual,143164,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة الاخرى للتعدين واستغلال المحاجر,محجر رمل | كسارة حجر | استخراج مواد بناء,61,182500,44320,actual,243357,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة الادارية للمكاتب ، وانشطة الدعم للمكاتب وغير ذلك من انشطة الدعم للاعمال,مركز طباعة وتصوير | خدمة إدخال بيانات | مركز اتصال وخدمات مكتبية,556,209500,20764,actual,233087,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة الايجارية,تأجير سيارات | تأجير معدات بناء | تأجير أثاث للمناسبات,1702,186500,44320,actual,231761,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة البيطرية,عيادة بيطرية | صيدلية بيطرية | مركز تطعيم وعلاج حيوانات,47,196000,44320,actual,19364,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة الرياضية وانشطة التسلية والترفيه,نادي رياضي | مركز ألعاب إلكترونية | ملعب كرة قدم تجاري,247,199000,44320,actual,155708,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة العقارية,مكتب عقار | إدارة أملاك | تسويق وتأجير عقارات,481,264000,44320,actual,485648,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة القانونية وانشطة المحاسبة,مكتب محاماة | مكتب محاسبة قانونية | خدمات مراجعة حسابات,324,213000,20764,actual,183754,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة المساعدة لانشطة الخدمات المالية وانشطة التامين,وساطة تأمينية | معالجة مطالبات | خدمات دعم مالية,9,233500,44320,actual,1505808,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة المهنية والعلمية والتقنية الاخرى,استشارات بيئية | خدمات فحص وتقييم | بحوث تقنية متخصصة,103,245500,20764,actual,159778,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الانشطة غير المتميزة لانتاج السلع والخدمات التي تقوم بها الاسر المعيشية الخاصة لاستعمالها الخاص,إنتاج منزلي للأغذية | خياطة منزلية للاستخدام الخاص | خدمات منزلية ذاتية,3,185000,44320,actual,143006,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,البحث والتطوير في المجال العلمي,مركز أبحاث علمية | تطوير منتجات جديدة | مختبر ابتكار,5,169000,20764,actual,16907,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,التخزين وانشطة الدعم للنقل,مستودعات تخزين | خدمات تخليص شحنات | مركز لوجستي,1094,265500,44320,actual,756660,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة القصيم,بريدة,التعليم,مركز دروس خصوصية | معهد تدريب لغات | مركز تدريب حاسب,656,215000,44320,actual,454315,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | ترخيص نشاط تعليمي/تدريبي من الجهة المختصة
2024,منطقة القصيم,بريدة,الحراجة وقطع الاخشاب,قطع أخشاب | توريد أخشاب خام | إدارة غابات تجارية,16,175500,44320,actual,206696,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الرعاية مع الاقامة,دار رعاية كبار السن | مركز تأهيل مع إقامة | سكن رعاية خاصة,13,199500,44320,actual,52695,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة القصيم,بريدة,الصحة البشرية,عيادة أسنان | مجمع طبي | مركز علاج طبيعي,448,272000,44320,actual,841068,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة القصيم,بريدة,الصرف الصحي,خدمات شبكات صرف صحي | محطة معالجة صرف | صيانة أنظمة صرف,119,186000,44320,actual,28124,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,الصناعة التحويلية الاخرى,مصنع منتجات متنوعة | مشغل تصنيع بسيط | خطوط إنتاج صغيرة متعددة,58,287500,44320,actual,223718,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص صناعي/ورشة
2024,منطقة القصيم,بريدة,الطباعة واستنساخ وسائط الاعلام المسجّلة,مطبعة تجارية | طباعة بروشورات | طباعة ملصقات وستيكرات,82,163500,44320,actual,322389,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة القصيم,بريدة,النقل البري و النقل عبر الانابيب,شركة نقل بضائع | نقل مياه بالصهاريج | خدمة شحن بري,3127,296000,44320,actual,601840,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة القصيم,بريدة,النقل الجوي,شحن جوي | خدمات طيران خاص | نقل بضائع جوًا,19,293000,44320,actual,16873,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة القصيم,بريدة,النقل المائي,شحن بحري | نقل ركاب بحري | خدمات قوارب تجارية,19,239000,44320,actual,445707,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة القصيم,بريدة,الهندسة المدنية,مكتب إشراف هندسي | تصميم طرق وبنية تحتية | استشارات مشاريع إنشائية,645,213500,44320,actual,687514,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة الاستخدام,مكتب استقدام عمالة منزلية | توفير عاملات منزليات | خدمات تشغيل عمالة منزلية,205,183500,44320,actual,143006,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة الاسر المعيشية التي تستخدم افراداً للعمل المنزلي,خدمة عامل منزلي | خدمة سائق خاص | خدمة مربية أطفال,9,178000,44320,actual,143006,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة الامن والتحقيقات,شركة حراسات أمنية | أنظمة مراقبة | خدمات تحقيق ومتابعة,19,190000,44320,actual,164170,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من انشطة,شركة تطوير تطبيقات | برمجة مواقع إلكترونية | استشارات تقنية معلومات,152,245500,20764,actual,236704,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة البرمجة والاذاعة,إذاعة رقمية | إنتاج برامج صوتية | بث محتوى إعلامي,3,178500,20764,actual,5904,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,شركة توصيل طرود | خدمات بريد سريع | توصيل طلبات محلية,44,163500,44320,actual,73217,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة التشييد المتخصصة,أعمال اللياسة والدهان | تركيب الجبس والأسقف | أعمال العزل المائي والحراري,6339,338000,44320,actual,3392747,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة الخدمات الشخصية الاخرى,صالون حلاقة رجالي | مركز تجميل نسائي | مغسلة ملابس,4465,192000,44320,actual,857759,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة الخدمات المالية ، فيما عدا تمويل التامين وصناديق المعاشات,شركة وساطة مالية | خدمات تحويل أموال | استشارات مالية,27,221500,44320,actual,1505808,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة العمل الاجتماعي، دون اقامة,مركز رعاية نهارية | خدمة دعم أسري واجتماعي | مركز تأهيل اجتماعي نهاري,337,198500,44320,actual,146660,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة المعالجة وخدمات ادارة النفايات الاخرى,معالجة مخلفات خاصة | إدارة نفايات طبية | تدوير مخلفات صناعية,2,171500,44320,actual,6234,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,مكتب تصميم معماري | مكتب هندسي | مختبر فحص مواد البناء,517,202500,44320,actual,405879,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة المكاتب الرئيسية، والانشطة الاستشارية في مجال الادارة,استشارات إدارية | تخطيط أعمال | تطوير استراتيجيات شركات,53,170000,20764,actual,162707,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة المكتبات والمحفوظات والمتاحف والانشطة الثقافية الاخرى,مكتبة عامة خاصة | متحف خاص | مركز أرشفة ووثائق,4,149000,44320,actual,4236,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة المنظمات ذات العضوية,جمعية مهنية | نادي أعمال | جمعية حرفيين,172,203500,44320,actual,75518,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة المنظمات والهيئات غير الخاضعة للولاية القضائية الوطنية,مكتب منظمة دولية | هيئة غير حكومية دولية | بعثة دولية خدمية,3,168500,44320,actual,75518,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة النشر,دار نشر كتب | نشر إلكتروني | إصدار مجلات متخصصة,19,190500,44320,actual,147786,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة انتاج الافلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,إنتاج فيديوهات دعائية | استوديو تسجيل صوتي | إنتاج أفلام قصيرة,24,175000,44320,actual,38256,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة تقديم الخدمات للمباني وتجميل المواقع,شركة نظافة مباني | تنسيق حدائق | مكافحة حشرات,3208,182000,44320,actual,462882,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,جمع النفايات التجارية | إعادة تدوير البلاستيك | فرز مخلفات,80,198500,44320,actual,66996,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة القصيم,بريدة,انشطة خدمات الاطعمة والمشروبات,مطعم وجبات سريعة | كوفي شوب | محل عصائر,8929,202000,44320,actual,2815226,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
